year;category;shortname;circuit_name;rider;rider_name;team_name;bike_name;position;points;number;country
2008;250cc;JPN;Motegi;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;2;20;19.0;ES
2008;250cc;JPN;Motegi;1891;Debon Alex;Lotus Aprilia;Aprilia;3;16;6.0;ES
2008;250cc;JPN;Motegi;2065;Simon Julian;Repsol KTM 250cc;KTM;4;13;60.0;ES
2008;250cc;JPN;Motegi;2037;Kallio Mika;Red Bull KTM 250;KTM;5;11;36.0;FI
2008;250cc;JPN;Motegi;2081;Takahashi Yuki;JiR Team Scot 250;Honda;6;10;72.0;JP
2008;125cc;JPN;Motegi;2174;Bradl Stefan;Grizzly Gas Kiefer Racing;Aprilia;1;25;17.0;DE
2008;125cc;JPN;Motegi;2098;Di Meglio Mike;Ajo Motorsport;Derbi;2;20;63.0;FR
2008;125cc;JPN;Motegi;2004;Talmacsi Gabor;Bancaja Aspar Team;Aprilia;3;16;1.0;HU
2008;125cc;JPN;Motegi;2016;Olive Joan;Belson Derbi;Derbi;4;13;6.0;ES
2008;125cc;JPN;Motegi;2151;Terol Nicolas;Jack & Jones WRB;Aprilia;5;11;18.0;ES
2008;125cc;JPN;Motegi;2157;Cortese Sandro;Emmi - Caffe Latte;Aprilia;6;10;11.0;DE
2008;MotoGP;AUS;Phillip Island;2032;Stoner Casey;Ducati Marlboro Team;Ducati;1;25;1.0;AU
2008;MotoGP;AUS;Phillip Island;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;2;20;46.0;IT
2008;MotoGP;AUS;Phillip Island;2093;Hayden Nicky;Repsol Honda Team;Honda;3;16;69.0;US
2008;MotoGP;AUS;Phillip Island;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;4;13;48.0;ES
2008;MotoGP;AUS;Phillip Island;1875;Nakano Shinya;San Carlo Honda Gresini;Honda;5;11;56.0;JP
2008;MotoGP;AUS;Phillip Island;2285;Toseland James;Tech 3 Yamaha;Yamaha;6;10;52.0;GB
2008;250cc;AUS;Phillip Island;2080;Simoncelli Marco;Metis Gilera;Gilera;1;25;58.0;IT
2008;250cc;AUS;Phillip Island;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;2;20;19.0;ES
2008;250cc;AUS;Phillip Island;2037;Kallio Mika;Red Bull KTM 250;KTM;3;16;36.0;FI
2008;250cc;AUS;Phillip Island;2065;Simon Julian;Repsol KTM 250cc;KTM;4;13;60.0;ES
2008;250cc;AUS;Phillip Island;1891;Debon Alex;Lotus Aprilia;Aprilia;5;11;6.0;ES
2008;250cc;AUS;Phillip Island;1693;Locatelli Roberto;Metis Gilera;Gilera;6;10;15.0;IT
2008;125cc;AUS;Phillip Island;2098;Di Meglio Mike;Ajo Motorsport;Derbi;1;25;63.0;FR
2008;125cc;AUS;Phillip Island;2174;Bradl Stefan;Grizzly Gas Kiefer Racing;Aprilia;2;20;17.0;DE
2008;125cc;AUS;Phillip Island;2004;Talmacsi Gabor;Bancaja Aspar Team;Aprilia;3;16;1.0;HU
2008;125cc;AUS;Phillip Island;2158;Iannone Andrea;I.C. Team;Aprilia;4;13;29.0;IT
2008;125cc;AUS;Phillip Island;2218;Espargaro Pol;Belson Derbi;Derbi;5;11;44.0;ES
2008;125cc;AUS;Phillip Island;2157;Cortese Sandro;Emmi - Caffe Latte;Aprilia;6;10;11.0;DE
2008;MotoGP;MAL;Sepang;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2008;MotoGP;MAL;Sepang;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;20;2.0;ES
2008;MotoGP;MAL;Sepang;2055;Dovizioso Andrea;JiR Team Scot MotoGP;Honda;3;16;4.0;IT
2008;MotoGP;MAL;Sepang;2093;Hayden Nicky;Repsol Honda Team;Honda;4;13;69.0;US
2008;MotoGP;MAL;Sepang;1875;Nakano Shinya;San Carlo Honda Gresini;Honda;5;11;56.0;JP
2008;MotoGP;MAL;Sepang;2032;Stoner Casey;Ducati Marlboro Team;Ducati;6;10;1.0;AU
2008;250cc;MAL;Sepang;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;1;25;19.0;ES
2008;250cc;MAL;Sepang;2006;Aoyama Hiroshi;Red Bull KTM 250;KTM;2;20;4.0;JP
2008;250cc;MAL;Sepang;2080;Simoncelli Marco;Metis Gilera;Gilera;3;16;58.0;IT
2008;250cc;MAL;Sepang;2081;Takahashi Yuki;JiR Team Scot 250;Honda;4;13;72.0;JP
2008;250cc;MAL;Sepang;2152;Espargaro Aleix;Lotus Aprilia;Aprilia;5;11;41.0;ES
2008;250cc;MAL;Sepang;1891;Debon Alex;Lotus Aprilia;Aprilia;6;10;6.0;ES
2008;125cc;MAL;Sepang;2004;Talmacsi Gabor;Bancaja Aspar Team;Aprilia;1;25;1.0;HU
2008;125cc;MAL;Sepang;2206;Smith Bradley;Polaris World;Aprilia;2;20;38.0;GB
2008;125cc;MAL;Sepang;2064;Corsi Simone;Jack & Jones WRB;Aprilia;3;16;24.0;IT
2008;125cc;MAL;Sepang;2157;Cortese Sandro;Emmi - Caffe Latte;Aprilia;4;13;11.0;DE
2008;125cc;MAL;Sepang;2098;Di Meglio Mike;Ajo Motorsport;Derbi;5;11;63.0;FR
2008;125cc;MAL;Sepang;2218;Espargaro Pol;Belson Derbi;Derbi;6;10;44.0;ES
2008;MotoGP;VAL;Ricardo Tormo;2032;Stoner Casey;Ducati Marlboro Team;Ducati;1;25;1.0;AU
2008;MotoGP;VAL;Ricardo Tormo;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;20;2.0;ES
2008;MotoGP;VAL;Ricardo Tormo;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;3;16;46.0;IT
2008;MotoGP;VAL;Ricardo Tormo;2055;Dovizioso Andrea;JiR Team Scot MotoGP;Honda;4;13;4.0;IT
2008;MotoGP;VAL;Ricardo Tormo;2093;Hayden Nicky;Repsol Honda Team;Honda;5;11;69.0;US
2008;MotoGP;VAL;Ricardo Tormo;2094;Edwards Colin;Tech 3 Yamaha;Yamaha;6;10;5.0;US
2008;250cc;VAL;Ricardo Tormo;2080;Simoncelli Marco;Metis Gilera;Gilera;1;25;58.0;IT
2008;250cc;VAL;Ricardo Tormo;2081;Takahashi Yuki;JiR Team Scot 250;Honda;2;20;72.0;JP
2008;250cc;VAL;Ricardo Tormo;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;3;16;19.0;ES
2008;250cc;VAL;Ricardo Tormo;1693;Locatelli Roberto;Metis Gilera;Gilera;4;13;15.0;IT
2008;250cc;VAL;Ricardo Tormo;2006;Aoyama Hiroshi;Red Bull KTM 250;KTM;5;11;4.0;JP
2008;250cc;VAL;Ricardo Tormo;1988;Faubel Hector;Mapfre Aspar Team;Aprilia;6;10;55.0;ES
2008;125cc;VAL;Ricardo Tormo;2064;Corsi Simone;Jack & Jones WRB;Aprilia;1;25;24.0;IT
2008;125cc;VAL;Ricardo Tormo;2151;Terol Nicolas;Jack & Jones WRB;Aprilia;2;20;18.0;ES
2008;125cc;VAL;Ricardo Tormo;2098;Di Meglio Mike;Ajo Motorsport;Derbi;3;16;63.0;FR
2008;125cc;VAL;Ricardo Tormo;2206;Smith Bradley;Polaris World;Aprilia;4;13;38.0;GB
2008;125cc;VAL;Ricardo Tormo;2157;Cortese Sandro;Emmi - Caffe Latte;Aprilia;5;11;11.0;DE
2008;125cc;VAL;Ricardo Tormo;2158;Iannone Andrea;I.C. Team;Aprilia;6;10;29.0;IT
2009;MotoGP;QAT;Losail;2032;Stoner Casey;Ducati Marlboro Team;Ducati;1;25;27.0;AU
2009;MotoGP;QAT;Losail;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;2;20;46.0;IT
2009;MotoGP;QAT;Losail;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;3;16;99.0;ES
2009;MotoGP;QAT;Losail;2094;Edwards Colin;Monster Yamaha Tech 3;Yamaha;4;13;5.0;US
2009;MotoGP;QAT;Losail;2055;Dovizioso Andrea;Repsol Honda Team;Honda;5;11;4.0;IT
2009;MotoGP;QAT;Losail;1981;De Angelis Alex;San Carlo Honda Gresini;Honda;6;10;15.0;SM
2009;250cc;QAT;Losail;2052;Barbera Hector;Pepe World Team;Aprilia;1;25;40.0;ES
2009;250cc;QAT;Losail;2165;Cluzel Jules;Matteoni Racing;Aprilia;2;20;16.0;FR
2009;250cc;QAT;Losail;2098;Di Meglio Mike;Mapfre Aspar Team 250cc;Aprilia;3;16;63.0;FR
2009;250cc;QAT;Losail;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;4;13;4.0;JP
2009;250cc;QAT;Losail;2141;De Rosa Raffaele;Scot Racing Team 250cc;Honda;5;11;35.0;IT
2009;250cc;QAT;Losail;2075;Luthi Thomas;Emmi - Caffe Latte;Aprilia;6;10;12.0;CH
2009;125cc;QAT;Losail;2158;Iannone Andrea;Ongetta Team I.S.P.A.;Aprilia;1;125;29.0;IT
2009;125cc;QAT;Losail;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;2;10;60.0;ES
2009;125cc;QAT;Losail;2157;Cortese Sandro;Ajo Interwetten;Derbi;3;8;11.0;DE
2009;125cc;QAT;Losail;2218;Espargaro Pol;Derbi Racing Team;Derbi;4;65;44.0;ES
2009;125cc;QAT;Losail;2206;Smith Bradley;Bancaja Aspar Team 125cc;Aprilia;5;55;38.0;GB
2009;125cc;QAT;Losail;2315;Folger Jonas;Ongetta Team I.S.P.A.;Aprilia;6;5;94.0;DE
2009;MotoGP;JPN;Motegi;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;1;25;99.0;ES
2009;MotoGP;JPN;Motegi;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;2;20;46.0;IT
2009;MotoGP;JPN;Motegi;2015;Pedrosa Dani;Repsol Honda Team;Honda;3;16;3.0;ES
2009;MotoGP;JPN;Motegi;2032;Stoner Casey;Ducati Marlboro Team;Ducati;4;13;27.0;AU
2009;MotoGP;JPN;Motegi;2055;Dovizioso Andrea;Repsol Honda Team;Honda;5;11;4.0;IT
2009;MotoGP;JPN;Motegi;1854;Melandri Marco;Hayate Racing Team;Kawasaki;6;10;33.0;IT
2009;250cc;JPN;Motegi;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;1;25;19.0;ES
2009;250cc;JPN;Motegi;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;2;20;4.0;JP
2009;250cc;JPN;Motegi;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;3;16;75.0;IT
2009;250cc;JPN;Motegi;2004;Talmacsi Gabor;Balatonring Team;Aprilia;4;13;28.0;HU
2009;250cc;JPN;Motegi;1891;Debon Alex;Aeropuerto-Castello-Blusens;Aprilia;5;11;6.0;ES
2009;250cc;JPN;Motegi;2047;Aoyama Shuhei;Harc-Pro;Honda;6;10;73.0;JP
2009;125cc;JPN;Motegi;2158;Iannone Andrea;Ongetta Team I.S.P.A.;Aprilia;1;25;29.0;IT
2009;125cc;JPN;Motegi;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;2;20;60.0;ES
2009;125cc;JPN;Motegi;2218;Espargaro Pol;Derbi Racing Team;Derbi;3;16;44.0;ES
2009;125cc;JPN;Motegi;2174;Bradl Stefan;Viessmann Kiefer Racing;Aprilia;4;13;17.0;DE
2009;125cc;JPN;Motegi;2293;Marquez Marc;Red Bull KTM Motosport;KTM;5;11;93.0;ES
2009;125cc;JPN;Motegi;2157;Cortese Sandro;Ajo Interwetten;Derbi;6;10;11.0;DE
2009;MotoGP;SPA;Jerez;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2009;MotoGP;SPA;Jerez;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;20;3.0;ES
2009;MotoGP;SPA;Jerez;2032;Stoner Casey;Ducati Marlboro Team;Ducati;3;16;27.0;AU
2009;MotoGP;SPA;Jerez;1888;De Puniet Randy;LCR Honda MotoGP;Honda;4;13;14.0;FR
2009;MotoGP;SPA;Jerez;1854;Melandri Marco;Hayate Racing Team;Kawasaki;5;11;33.0;IT
2009;MotoGP;SPA;Jerez;1516;Capirossi Loris;Rizla Suzuki MotoGP;Suzuki;6;10;65.0;IT
2009;250cc;SPA;Jerez;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;1;25;4.0;JP
2009;250cc;SPA;Jerez;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;2;20;19.0;ES
2009;250cc;SPA;Jerez;2080;Simoncelli Marco;Metis Gilera;Gilera;3;16;58.0;IT
2009;250cc;SPA;Jerez;2052;Barbera Hector;Pepe World Team;Aprilia;4;13;40.0;ES
2009;250cc;SPA;Jerez;2075;Luthi Thomas;Emmi - Caffe Latte;Aprilia;5;11;12.0;CH
2009;250cc;SPA;Jerez;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;6;10;75.0;IT
2009;125cc;SPA;Jerez;2206;Smith Bradley;Bancaja Aspar Team 125cc;Aprilia;1;25;38.0;GB
2009;125cc;SPA;Jerez;2103;Gadea Sergio;Bancaja Aspar Team 125cc;Aprilia;2;20;33.0;ES
2009;125cc;SPA;Jerez;2293;Marquez Marc;Red Bull KTM Motosport;KTM;3;16;93.0;ES
2009;125cc;SPA;Jerez;2288;Redding Scott;Blusens Aprilia;Aprilia;4;13;45.0;GB
2009;125cc;SPA;Jerez;2259;Vazquez Efren;Derbi Racing Team;Derbi;5;11;7.0;ES
2009;125cc;SPA;Jerez;2157;Cortese Sandro;Ajo Interwetten;Derbi;6;10;11.0;DE
2009;MotoGP;FRA;Le Mans;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;1;25;99.0;ES
2009;MotoGP;FRA;Le Mans;1854;Melandri Marco;Hayate Racing Team;Kawasaki;2;20;33.0;IT
2009;MotoGP;FRA;Le Mans;2015;Pedrosa Dani;Repsol Honda Team;Honda;3;16;3.0;ES
2009;MotoGP;FRA;Le Mans;2055;Dovizioso Andrea;Repsol Honda Team;Honda;4;13;4.0;IT
2009;MotoGP;FRA;Le Mans;2032;Stoner Casey;Ducati Marlboro Team;Ducati;5;11;27.0;AU
2009;MotoGP;FRA;Le Mans;2153;Vermeulen Chris;Rizla Suzuki MotoGP;Suzuki;6;10;7.0;AU
2009;250cc;FRA;Le Mans;2080;Simoncelli Marco;Metis Gilera;Gilera;1;25;58.0;IT
2009;250cc;FRA;Le Mans;1988;Faubel Hector;Valencia CF - Honda SAG;Honda;2;20;55.0;ES
2009;250cc;FRA;Le Mans;1693;Locatelli Roberto;Metis Gilera;Gilera;3;16;15.0;IT
2009;250cc;FRA;Le Mans;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;4;13;19.0;ES
2009;250cc;FRA;Le Mans;2238;Wilairot Ratthapark;Thai Honda PTT SAG;Honda;5;11;14.0;TH
2009;250cc;FRA;Le Mans;2141;De Rosa Raffaele;Scot Racing Team 250cc;Honda;6;10;35.0;IT
2009;125cc;FRA;Le Mans;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;1;25;60.0;ES
2009;125cc;FRA;Le Mans;2315;Folger Jonas;Ongetta Team I.S.P.A.;Aprilia;2;20;94.0;DE
2009;125cc;FRA;Le Mans;2103;Gadea Sergio;Bancaja Aspar Team 125cc;Aprilia;3;16;33.0;ES
2009;125cc;FRA;Le Mans;2206;Smith Bradley;Bancaja Aspar Team 125cc;Aprilia;4;13;38.0;GB
2009;125cc;FRA;Le Mans;2284;Nakagami Takaaki;Ongetta Team I.S.P.A.;Aprilia;5;11;73.0;JP
2009;125cc;FRA;Le Mans;2245;Aegerter Dominique;Ajo Interwetten;Derbi;6;10;77.0;CH
2009;MotoGP;ITA;Mugello;2032;Stoner Casey;Ducati Marlboro Team;Ducati;1;25;27.0;AU
2009;MotoGP;ITA;Mugello;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;2;20;99.0;ES
2009;MotoGP;ITA;Mugello;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;3;16;46.0;IT
2009;MotoGP;ITA;Mugello;2055;Dovizioso Andrea;Repsol Honda Team;Honda;4;13;4.0;IT
2009;MotoGP;ITA;Mugello;1516;Capirossi Loris;Rizla Suzuki MotoGP;Suzuki;5;11;65.0;IT
2009;MotoGP;ITA;Mugello;2094;Edwards Colin;Monster Yamaha Tech 3;Yamaha;6;10;5.0;US
2009;250cc;ITA;Mugello;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;1;25;75.0;IT
2009;250cc;ITA;Mugello;2080;Simoncelli Marco;Metis Gilera;Gilera;2;20;58.0;IT
2009;250cc;ITA;Mugello;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;3;16;19.0;ES
2009;250cc;ITA;Mugello;2075;Luthi Thomas;Emmi - Caffe Latte;Aprilia;4;13;12.0;CH
2009;250cc;ITA;Mugello;2052;Barbera Hector;Pepe World Team;Aprilia;5;11;40.0;ES
2009;250cc;ITA;Mugello;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;6;10;4.0;JP
2009;125cc;ITA;Mugello;2206;Smith Bradley;Bancaja Aspar Team 125cc;Aprilia;1;25;38.0;GB
2009;125cc;ITA;Mugello;2151;Terol Nicolas;Jack & Jones Team;Aprilia;2;20;18.0;ES
2009;125cc;ITA;Mugello;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;3;16;60.0;ES
2009;125cc;ITA;Mugello;2218;Espargaro Pol;Derbi Racing Team;Derbi;4;13;44.0;ES
2009;125cc;ITA;Mugello;2293;Marquez Marc;Red Bull KTM Moto Sport;KTM;5;11;93.0;ES
2009;125cc;ITA;Mugello;2330;Zarco Johann;WTR San Marino Team;Aprilia;6;10;14.0;FR
2009;MotoGP;CAT;Catalunya;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2009;MotoGP;CAT;Catalunya;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;2;20;99.0;ES
2009;MotoGP;CAT;Catalunya;2032;Stoner Casey;Ducati Marlboro Team;Ducati;3;16;27.0;AU
2009;MotoGP;CAT;Catalunya;2055;Dovizioso Andrea;Repsol Honda Team;Honda;4;13;4.0;IT
2009;MotoGP;CAT;Catalunya;1516;Capirossi Loris;Rizla Suzuki MotoGP;Suzuki;5;11;65.0;IT
2009;MotoGP;CAT;Catalunya;2015;Pedrosa Dani;Repsol Honda Team;Honda;6;10;3.0;ES
2009;250cc;CAT;Catalunya;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;1;25;19.0;ES
2009;250cc;CAT;Catalunya;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;2;20;4.0;JP
2009;250cc;CAT;Catalunya;2052;Barbera Hector;Pepe World Team;Aprilia;3;16;40.0;ES
2009;250cc;CAT;Catalunya;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;4;13;75.0;IT
2009;250cc;CAT;Catalunya;1891;Debon Alex;Aeropuerto-Castello-Blusens;Aprilia;5;11;6.0;ES
2009;250cc;CAT;Catalunya;2075;Luthi Thomas;Emmi - Caffe Latte;Aprilia;6;10;12.0;CH
2009;125cc;CAT;Catalunya;2158;Iannone Andrea;Ongetta Team I.S.P.A.;Aprilia;1;25;29.0;IT
2009;125cc;CAT;Catalunya;2151;Terol Nicolas;Jack & Jones Team;Aprilia;2;20;18.0;ES
2009;125cc;CAT;Catalunya;2103;Gadea Sergio;Bancaja Aspar Team 125cc;Aprilia;3;16;33.0;ES
2009;125cc;CAT;Catalunya;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;4;13;60.0;ES
2009;125cc;CAT;Catalunya;2293;Marquez Marc;Red Bull KTM Moto Sport;KTM;5;11;93.0;ES
2009;125cc;CAT;Catalunya;2315;Folger Jonas;Ongetta Team I.S.P.A.;Aprilia;6;10;94.0;DE
2009;MotoGP;NED;Assen;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2009;MotoGP;NED;Assen;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;2;20;99.0;ES
2009;MotoGP;NED;Assen;2032;Stoner Casey;Ducati Marlboro Team;Ducati;3;16;27.0;AU
2009;MotoGP;NED;Assen;2094;Edwards Colin;Monster Yamaha Tech 3;Yamaha;4;13;5.0;US
2009;MotoGP;NED;Assen;2153;Vermeulen Chris;Rizla Suzuki MotoGP;Suzuki;5;11;7.0;AU
2009;MotoGP;NED;Assen;2285;Toseland James;Monster Yamaha Tech 3;Yamaha;6;10;52.0;GB
2009;250cc;NED;Assen;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;1;25;4.0;JP
2009;250cc;NED;Assen;2052;Barbera Hector;Pepe World Team;Aprilia;2;20;40.0;ES
2009;250cc;NED;Assen;2080;Simoncelli Marco;Metis Gilera;Gilera;3;16;58.0;IT
2009;250cc;NED;Assen;2152;Espargaro Aleix;Balatonring Team;Aprilia;4;13;41.0;ES
2009;250cc;NED;Assen;1693;Locatelli Roberto;Metis Gilera;Gilera;5;11;15.0;IT
2009;250cc;NED;Assen;1891;Debon Alex;Aeropuerto-Castello-Blusens;Aprilia;6;10;6.0;ES
2009;125cc;NED;Assen;2103;Gadea Sergio;Bancaja Aspar Team 125cc;Aprilia;1;25;33.0;ES
2009;125cc;NED;Assen;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;2;20;60.0;ES
2009;125cc;NED;Assen;2206;Smith Bradley;Bancaja Aspar Team 125cc;Aprilia;3;16;38.0;GB
2009;125cc;NED;Assen;2158;Iannone Andrea;Ongetta Team I.S.P.A.;Aprilia;4;13;29.0;IT
2009;125cc;NED;Assen;2151;Terol Nicolas;Jack & Jones Team;Aprilia;5;11;18.0;ES
2009;125cc;NED;Assen;2174;Bradl Stefan;Viessmann Kiefer Racing;Aprilia;6;10;17.0;DE
2009;MotoGP;USA;Laguna Seca;2015;Pedrosa Dani;Repsol Honda Team;Honda;1;25;3.0;ES
2009;MotoGP;USA;Laguna Seca;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;2;20;46.0;IT
2009;MotoGP;USA;Laguna Seca;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;3;16;99.0;ES
2009;MotoGP;USA;Laguna Seca;2032;Stoner Casey;Ducati Team;Ducati;4;13;27.0;AU
2009;MotoGP;USA;Laguna Seca;2093;Hayden Nicky;Ducati Team;Ducati;5;11;69.0;US
2009;MotoGP;USA;Laguna Seca;1944;Elias Toni;San Carlo Honda Gresini;Honda;6;10;24.0;ES
2009;MotoGP;GER;Sachsenring;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2009;MotoGP;GER;Sachsenring;2058;Lorenzo Jorge;Fiat Yamaha Team;Yamaha;2;20;99.0;ES
2009;MotoGP;GER;Sachsenring;2015;Pedrosa Dani;Repsol Honda Team;Honda;3;16;3.0;ES
2009;MotoGP;GER;Sachsenring;2032;Stoner Casey;Ducati Marlboro Team;Ducati;4;13;27.0;AU
2009;MotoGP;GER;Sachsenring;1981;De Angelis Alex;San Carlo Honda Gresini;Honda;5;11;15.0;SM
2009;MotoGP;GER;Sachsenring;1944;Elias Toni;San Carlo Honda Gresini;Honda;6;10;24.0;ES
2009;250cc;GER;Sachsenring;2080;Simoncelli Marco;Metis Gilera;Gilera;1;25;58.0;IT
2009;250cc;GER;Sachsenring;1891;Debon Alex;Aeropuerto-Castello-Blusens;Aprilia;2;20;6.0;ES
2009;250cc;GER;Sachsenring;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;3;16;19.0;ES
2009;250cc;GER;Sachsenring;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;4;13;4.0;JP
2009;250cc;GER;Sachsenring;2052;Barbera Hector;Pepe World Team;Aprilia;5;11;40.0;ES
2009;250cc;GER;Sachsenring;1988;Faubel Hector;Honda SAG;Honda;6;10;55.0;ES
2009;125cc;GER;Sachsenring;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;1;25;60.0;ES
2009;125cc;GER;Sachsenring;2103;Gadea Sergio;Bancaja Aspar Team 125cc;Aprilia;2;20;33.0;ES
2009;125cc;GER;Sachsenring;2016;Olive Joan;Derbi Racing Team;Derbi;3;16;6.0;ES
2009;125cc;GER;Sachsenring;2151;Terol Nicolas;Jack & Jones Team;Aprilia;4;13;18.0;ES
2009;125cc;GER;Sachsenring;2218;Espargaro Pol;Derbi Racing Team;Derbi;5;11;44.0;ES
2009;125cc;GER;Sachsenring;2157;Cortese Sandro;Ajo Interwetten;Derbi;6;10;11.0;DE
2009;MotoGP;GBR;Donington Park;2055;Dovizioso Andrea;Repsol Honda Team;Honda;1;25;4.0;IT
2009;MotoGP;GBR;Donington Park;2094;Edwards Colin;Monster Yamaha Tech 3;Yamaha;2;20;5.0;US
2009;MotoGP;GBR;Donington Park;1888;De Puniet Randy;LCR Honda MotoGP;Honda;3;16;14.0;FR
2009;MotoGP;GBR;Donington Park;1981;De Angelis Alex;San Carlo Honda Gresini;Honda;4;13;15.0;SM
2009;MotoGP;GBR;Donington Park;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;5;11;46.0;IT
2009;MotoGP;GBR;Donington Park;2285;Toseland James;Monster Yamaha Tech 3;Yamaha;6;10;52.0;GB
2009;250cc;GBR;Donington Park;2006;Aoyama Hiroshi;Scot Racing Team 250cc;Honda;1;25;4.0;JP
2009;250cc;GBR;Donington Park;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;2;20;19.0;ES
2009;250cc;GBR;Donington Park;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;3;16;75.0;IT
2009;250cc;GBR;Donington Park;2080;Simoncelli Marco;Metis Gilera;Gilera;4;13;58.0;IT
2009;250cc;GBR;Donington Park;2098;Di Meglio Mike;Mapfre Aspar Team 250cc;Aprilia;5;11;63.0;FR
2009;250cc;GBR;Donington Park;1891;Debon Alex;Aeropuerto-Castello-Blusens;Aprilia;6;10;6.0;ES
2009;125cc;GBR;Donington Park;2065;Simon Julian;Bancaja Aspar Team 125cc;Aprilia;1;25;60.0;ES
2009;125cc;GBR;Donington Park;2064;Corsi Simone;Fontana Racing;Aprilia;2;20;24.0;IT
2009;125cc;GBR;Donington Park;2288;Redding Scott;Blusens Aprilia;Aprilia;3;16;45.0;GB
2009;125cc;GBR;Donington Park;2151;Terol Nicolas;Jack & Jones Team;Aprilia;4;13;18.0;ES
2009;125cc;GBR;Donington Park;2284;Nakagami Takaaki;Ongetta Team I.S.P.A.;Aprilia;5;11;73.0;JP
2009;125cc;GBR;Donington Park;2338;Salom Luis;Jack & Jones Team;Aprilia;6;10;39.0;ES
2009;MotoGP;CZE;Brno;1762;Rossi Valentino;Fiat Yamaha Team;Yamaha;1;25;46.0;IT
2009;MotoGP;CZE;Brno;2015;Pedrosa Dani;Repsol Honda Team;Honda;2;20;3.0;ES
2009;MotoGP;CZE;Brno;1944;Elias Toni;San Carlo Honda Gresini;Honda;3;16;24.0;ES
2009;MotoGP;CZE;Brno;2055;Dovizioso Andrea;Repsol Honda Team;Honda;4;13;4.0;IT
2009;MotoGP;CZE;Brno;1516;Capirossi Loris;Rizla Suzuki MotoGP;Suzuki;5;11;65.0;IT
2009;MotoGP;CZE;Brno;2093;Hayden Nicky;Ducati Marlboro Team;Ducati;6;10;69.0;US
2009;250cc;CZE;Brno;2080;Simoncelli Marco;Metis Gilera;Gilera;1;25;58.0;IT
2009;250cc;CZE;Brno;2130;Pasini Mattia;Team Toth Aprilia;Aprilia;2;20;75.0;IT
2009;250cc;CZE;Brno;2059;Bautista Alvaro;Mapfre Aspar Team;Aprilia;3;16;19.0;ES
