id;name;style;breweryId;ounces;abv
2006;Moe Lasses';American Stout;10;16.0;6.4
1997;Pumpkin Tart;Fruit / Vegetable Beer;10;16.0;7.000.000.000.000.000
1977;Undertaker;Belgian Dark Ale;10;16.0;6.7
1976;Undertaker (2014);Belgian Dark Ale;10;16.0;6.7
1974;Coq D'Or;Belgian Pale Ale;10;16.0;5.0
1973;North French;Bière de Garde;10;16.0;6.0
1959;Agent a Deux;Belgian Dark Ale;10;16.0;6.5
1958;Belgian Wit;Witbier;10;16.0;4.5
1949;Pothole Stout;American Stout;10;16.0;6.3
1947;Tree Bucket;Belgian IPA;10;16.0;9.3
1785;Le Flaneur Ale;American Wild Ale;10;16.0;7.3
1651;Maize & Blueberry;Fruit / Vegetable Beer;10;16.0;559.999.999.999.999
1443;Trebuchet Double IPA;American Double / Imperial IPA;10;16.0;9.3
1352;Contemplation;Bière de Garde;10;16.0;6.5
1267;Black Rabbit;American Black Ale;10;16.0;5.0
1266;Zaison;Saison / Farmhouse Ale;10;16.0;9.0
1178;Vivant Tripel;Tripel;10;16.0;819.999.999.999.999
1136;Tart Side of the Moon;Belgian Dark Ale;10;16.0;9.8
1044;Big Red Coq;American Amber / Red Ale;10;16.0;6.0
1033;Hubris Quadrupel Anniversary Ale;Quadrupel (Quad);10;16.0;9.9
1031;Plow Horse Belgian Style Imperial Stout;American Double / Imperial Stout;10;16.0;9.5
909;Escoffier Bretta Ale;American Wild Ale;10;16.0;9.2
873;Contemplation (2012);Bière de Garde;10;16.0;6.5
860;Vivant Belgian Style Imperial Stout (2012);Russian Imperial Stout;10;16.0;9.9
677;Big Red Coq (2012);American Amber / Red Ale;10;16.0;6.2
671;Zaison (2012);Saison / Farmhouse Ale;10;16.0;9.0
670;Vivant Tripel (2012);Tripel;10;16.0;9.2
669;Trebuchet Double IPA (2012);Belgian IPA;10;16.0;969.999.999.999.999
627;Kludde;Belgian Strong Dark Ale;10;16.0;8.5
387;Farm Hand;Saison / Farmhouse Ale;10;16.0;5.5
385;Solitude;Belgian Pale Ale;10;16.0;6.0
384;Triomphe;Belgian IPA;10;16.0;6.5
1096;Tampa Pale Ale;American Pale Ale (APA);467;12.0;?
1095;Orange Grove Wheat Ale;American Pale Wheat Ale;467;12.0;?
2456;Broad Brook Ale;American Amber / Red Ale;89;16.0;6.1
921;Northern Lights Amber Ale;American Amber / Red Ale;493;12.0;5.0
920;Polar Pale Ale;American Pale Ale (APA);493;12.0;5.2
919;Chugach Session Ale;Cream Ale;493;12.0;4.8
648;Fairweather IPA;American IPA;493;12.0;6.1
1279;East India Pale Ale;English India Pale Ale (IPA);437;16.0;6.800.000.000.000.000
756;Brooklyn Summer Ale;English Pale Mild Ale;437;12.0;4.5
566;East India Pale Ale;English India Pale Ale (IPA);437;12.0;6.800.000.000.000.000
328;Brooklyn Summer Ale (2011);English Pale Mild Ale;437;12.0;4.5
66;Brooklyn Lager (16 oz.);American Amber / Red Lager;437;16.0;5.2
65;Brooklyn Lager (12 oz.);American Amber / Red Lager;437;12.0;5.2
538;Tour de Nez Belgian IPA (Current);Belgian IPA;530;16.0;8.0
504;Roler Bock (Current);Maibock / Helles Bock;530;16.0;?
383;Black Adder IBA (Current);American Black Ale;530;16.0;7.3
29;Very Noddy Lager (Current);Schwarzbier;530;16.0;9.9
28;Tule Duck Red Ale (Current);American Amber / Red Ale;530;16.0;6.2
27;Original Orange Blossom Ale (Current);Herbed / Spiced Beer;530;16.0;579.999.999.999.999
26;Black Noddy Lager (Current);Schwarzbier;530;16.0;5.2
1627;Cleveland Beer Week 2013;Munich Helles Lager;357;16.0;5.3
2552;Painted Turtle;American Pale Ale (APA);56;12.0;4.5
2125;1836;American Blonde Ale;214;12.0;6.0
2124;Summer's Wit;Witbier;214;12.0;6.0
2123;More Cowbell;American Double / Imperial IPA;214;16.0;9.0
2608;Wrath of Pele;American Brown Ale;24;16.0;6.5
2607;Black Beer'd;American Black Ale;24;16.0;6.800.000.000.000.000
2606;Mr. Tea;Fruit / Vegetable Beer;24;24.0;7.8
2478;Pale Alement;American Pale Ale (APA);24;12.0;5.5
2471;Hopkick Dropkick;American Double / Imperial IPA;24;12.0;9.9
2470;Kreamed Corn;Cream Ale;24;12.0;6.0
2464;Coconoats;American Pale Wheat Ale;24;16.0;6.5
2160;Joey Wheat;American Pale Wheat Ale;24;16.0;6.800.000.000.000.000
2158;3:33 Black IPA;American IPA;24;16.0;7.199.999.999.999.990
2072;MCA;American IPA;24;16.0;6.800.000.000.000.000
2054;Pale Alement;American Pale Ale (APA);24;16.0;5.5
2196;Couch Select Lager;American Pale Lager;197;12.0;5.0
668;Mucho Aloha Hawaiian Pale Ale;American Pale Ale (APA);517;12.0;559.999.999.999.999
52;Heinnieweisse Weissebier;Hefeweizen;556;12.0;4.9
51;Snapperhead IPA;American IPA;556;12.0;6.800.000.000.000.000
50;Moo Thunder Stout;Milk / Sweet Stout;556;12.0;4.9
49;Porkslap Pale Ale;American Pale Ale (APA);556;12.0;4.3
2657;Blackbeard;American Double / Imperial Stout;5;12.0;9.3
2656;Rye Knot;American Brown Ale;5;12.0;6.2
2655;Dead Arm;American Pale Ale (APA);5;12.0;6.0
2654;32°/50° Kölsch ;Kölsch;5;16.0;4.8
2653;HopArt;American IPA;5;16.0;7.7
2652;Boy King;American Double / Imperial IPA;5;16.0;969.999.999.999.999
2252;Gran Sport;American Porter;182;16.0;5.2
2214;Horny Toad Cerveza;American Blonde Ale;182;16.0;5.3
2213;Native Amber;American Amber / Red Ale;182;16.0;6.3
1442;F5 IPA;American IPA;182;16.0;6.800.000.000.000.000
170;Native Amber (2013);American Amber / Red Ale;182;16.0;6.3
169;Horny Toad Cerveza (2013);American Blonde Ale;182;16.0;5.3
2315;Hopportunity Knocks IPA;American IPA;155;12.0;6.800.000.000.000.000
1808;Pilot Rock Porter;American Porter;155;12.0;6.0
1419;Caldera Pale Ale;American Pale Ale (APA);155;12.0;559.999.999.999.999
878;Lawnmower Lager;American Adjunct Lager;155;12.0;3.9
794;Ashland Amber Ale (2009);American Amber / Red Ale;155;12.0;5.4
793;Caldera IPA (2009);American IPA;155;12.0;6.1
792;Caldera IPA (2007);American IPA;155;12.0;6.1
791;Caldera Pale Ale (2010);American Pale Ale (APA);155;12.0;559.999.999.999.999
790;Caldera Pale Ale (2009);American Pale Ale (APA);155;12.0;559.999.999.999.999
789;Caldera Pale Ale (2005);American Pale Ale (APA);155;12.0;559.999.999.999.999
788;Caldera Pale Ale (2007);American Pale Ale (APA);155;12.0;559.999.999.999.999
38;Caldera Pale Ale (2011);American Pale Ale (APA);155;12.0;559.999.999.999.999
37;Ashland Amber Ale;American Amber / Red Ale;155;12.0;5.4
36;Caldera IPA;American IPA;155;12.0;6.1
2257;Remain in Light;American Pilsner;178;12.0;5.0
2256;Flower Child (2014);American IPA;178;12.0;6.5
870;THP White (2006);Witbier;497;12.0;?
869;THP Amber (2006);American Amber / Red Ale;497;12.0;?
868;THP Light (2006);American Blonde Ale;497;12.0;?
867;THP Dark (2006);English Dark Mild Ale;497;12.0;?
2068;Imperial Pumpkin Stout;Pumpkin Ale;230;16.0;9.9
2067;Dead-Eye DIPA;American Double / Imperial IPA;230;16.0;9.0
2066;Fisherman's IPA;American IPA;230;12.0;5.5
2065;Fisherman's Pils;German Pilsener;230;12.0;5.4
2064;Fisherman's Brew;American Amber / Red Ale;230;12.0;5.5
1928;Cape Cod Red;American Amber / Red Ale;267;16.0;5.5
1927;Beach Blonde;American Blonde Ale;267;16.0;4.9
2227;Dark Voyage Black IPA (2013);American Black Ale;192;12.0;6.5
2226;Wisconsin Amber;Vienna Lager;192;12.0;5.2
2225;Lake House;Munich Helles Lager;192;12.0;4.6
1954;Ghost Ship White IPA;American IPA;192;12.0;559.999.999.999.999
1910;Lake House;Munich Helles Lager;192;16.0;4.6
1177;Mutiny IPA;American IPA;192;12.0;6.2
840;Wisconsin Amber (1998);Vienna Lager;192;12.0;5.2
180;Island Wheat;American Pale Wheat Ale;192;12.0;4.2
63;Wisconsin Amber (2013);Vienna Lager;192;12.0;5.2
62;U.S. Pale Ale;American Pale Ale (APA);192;12.0;5.0
61;Supper Club Lager;American Pale Lager;192;12.0;?
784;Carolina Lighthouse (2007);American Blonde Ale;504;12.0;4.0
783;Carolina Blonde (2006);American Blonde Ale;504;12.0;5.0
782;Carolina Blonde Light (2005);American Blonde Ale;504;12.0;35.000.000.000.000.000
2255;Santa's Secret;Winter Warmer;179;16.0;58.999.999.999.999.900
530;Flagship IPA;English India Pale Ale (IPA);179;12.0;5.7
427;Sky Blue Golden Ale;Kölsch;179;12.0;5.1
2094;Epitome;American Black Ale;222;16.0;9.9
1941;Monkey Chased the Weasel;Berliner Weissbier;222;16.0;3.9
1940;077XX;American Double / Imperial IPA;222;16.0;7.8
1439;Boat Beer;American IPA;222;12.0;4.2
1465;Granny Smith Hard Apple Cider;Cider;404;16.0;6.9
1464;Dry Hard Apple Cider;Cider;404;16.0;6.9
1744;Farmer Ted's Cream Ale;Cream Ale;331;12.0;559.999.999.999.999
1743;Firewater India Pale Ale;American IPA;331;12.0;5.2
1742;White Zombie Ale;Witbier;331;12.0;4.7
1719;King Winterbolt Winter Ale;Winter Warmer;331;12.0;7.000.000.000.000.000
638;White Zombie Ale;Witbier;331;12.0;4.7
507;Firewater India Pale Ale;American IPA;331;12.0;5.2
480;Farmer Ted's Farmhouse Cream Ale;Cream Ale;331;12.0;559.999.999.999.999
1882;Whitecap Wit;Witbier;285;16.0;4.8
1881;Seiche Scottish Ale;Scottish Ale;285;16.0;7.8
2446;Peanut Butter Jelly Time;American Brown Ale;96;12.0;579.999.999.999.999
2106;King Coconut;American Porter;96;12.0;5.4
2600;Gone A-Rye;American Double / Imperial IPA;29;16.0;8.5
2210;Special Release;?;29;16.0;?
2052;Dankosaurus;American IPA;29;16.0;6.800.000.000.000.000
1584;Scruffy's Smoked Alt;Smoked Beer;29;16.0;5.1
1182;Elliott's Phoned Home Pale Ale;American Pale Ale (APA);29;16.0;5.1
1050;The Lawn Ranger;Cream Ale;29;16.0;5.0
1219;All American Blonde Ale;American Blonde Ale;452;12.0;5.0
1218;All American Red Ale;American Amber / Red Ale;452;12.0;5.0
2377;Main St. Virginia Ale;Altbier;122;12.0;5.0
1839;Chin Music Amber Lager;American Amber / Red Lager;122;12.0;4.5
1248;Main St. Virginia Ale;Altbier;122;12.0;5.0
1247;Ray Ray’s Pale Ale;American Pale Ale (APA);122;12.0;5.2
1649;Chai Ale;Herbed / Spiced Beer;350;16.0;5.1
1648;Lucky Day IPA;American IPA;350;16.0;7.199.999.999.999.990
1647;Terrace Hill Double IPA;American Double / Imperial IPA;350;16.0;9.5
1646;Catch 23;American Black Ale;350;16.0;7.5
2057;Stickin' In My Rye;Rye Beer;236;24.0;7.000.000.000.000.000
2056;Black Me Stout;American Stout;236;12.0;6.0
2055;Killer Kolsch;Kölsch;236;12.0;5.0
1933;Missile IPA;American IPA;236;12.0;7.000.000.000.000.000
2019;Enlighten;Kölsch;250;16.0;4.5
2018;Ale Cider;Fruit / Vegetable Beer;250;16.0;6.5
2017;Pail Ale;American Pale Ale (APA);250;16.0;5.5
2016;Englishman;English Brown Ale;250;16.0;4.5
2080;8 Barrel;American Strong Ale;226;16.0;8.0
2079;Oktoberfest;Märzen / Oktoberfest;226;16.0;5.5
2380;IPA #11;American IPA;121;16.0;5.7
2379;Blood Orange Honey;Fruit / Vegetable Beer;121;16.0;5.7
2354;Lighthouse Amber;Altbier;121;16.0;5.2
2440;Bay of Bengal Double IPA (2014);American Double / Imperial IPA;99;12.0;8.9
567;Churchkey Pilsner Style Beer;American Pilsner;526;12.0;4.9
1342;First Press;Cider;425;12.0;5.0
1341;Magic Apple;Cider;425;12.0;5.0
2349;Cubano Espresso;Bock;141;12.0;5.5
2014;Operation Homefront;American IPA;141;12.0;6.2
2013;Wandering Pelican;American Black Ale;141;12.0;819.999.999.999.999
2012;Sugar Plum;American Brown Ale;141;12.0;5.5
2011;Oktoberfest;Märzen / Oktoberfest;141;12.0;5.5
2010;Puppy's Breath Porter;American Porter;141;12.0;6.0
2009;Happening Now;American IPA;141;12.0;4.5
1726;Hopped on the High Seas (Hop #529);American IPA;141;12.0;7.000.000.000.000.000
1725;Hopped on the High Seas (Calypso);American IPA;141;12.0;7.000.000.000.000.000
1695;Wiregrass Post-Prohibition Ale;American Pale Ale (APA);141;12.0;6.3
1694;Dry-Hopped On The High Seas Caribbean-Style IPA;American IPA;141;12.0;7.000.000.000.000.000
1693;Hopped on the High Seas (Citra);American IPA;141;12.0;7.000.000.000.000.000
1692;Hopped on the High Seas (Ahtanum);American IPA;141;12.0;7.000.000.000.000.000
1369;Gwar Beer;American Pale Ale (APA);141;12.0;5.5
1243;Tropical Heatwave;American Pale Wheat Ale;141;16.0;5.2
1142;Humidor Series India Pale Ale;American IPA;141;12.0;7.5
1141;Jai Alai IPA Aged on White Oak;American IPA;141;12.0;7.5
1140;José Martí American Porter;American Porter;141;12.0;8.0
1139;Invasion Pale Ale;American Pale Ale (APA);141;12.0;5.0
1138;Maduro Brown Ale;English Brown Ale;141;12.0;5.5
571;Maduro Brown Ale;American Brown Ale;141;12.0;5.5
570;Hotter Than Helles Lager;Munich Helles Lager;141;12.0;5.0
569;Tocobaga Red Ale;American Amber / Red Ale;141;12.0;7.199.999.999.999.990
546;Jai Alai IPA;American IPA;141;12.0;7.5
545;Florida Cracker Belgian Wit;Witbier;141;12.0;5.0
2338;Shark Tracker Light lager;Light Lager;145;12.0;4.8
1365;Pumple Drumkin;Pumpkin Ale;145;12.0;6.0
1094;Grey Lady;Witbier;145;12.0;4.5
657;Summer of Lager;Munich Helles Lager;145;12.0;6.2
656;Indie Pale Ale;American IPA;145;12.0;6.5
359;Sankaty Light Lager;Light Lager;145;12.0;3.8
56;Whale's Tale Pale Ale;English Pale Ale;145;12.0;559.999.999.999.999
1772;Jacaranada Rye IPA;American IPA;320;16.0;6.7
1393;Cascadian Dark Ale;American Black Ale;418;12.0;6.0
893;Wheat the People;American Pale Wheat Ale;418;16.0;43.999.999.999.999.900
1407;Tybee Island Blonde;American Blonde Ale;415;12.0;4.7
1406;Savannah Brown Ale;American Brown Ale;415;12.0;6.2
2438;Rhode Island Blueberry;Kölsch;101;12.0;4.6
2437;Newport Storm IPA;American IPA;101;12.0;6.5
751;Hurricane Amber Ale (2004);American Amber / Red Ale;101;12.0;5.2
120;Hurricane Amber Ale;American Amber / Red Ale;101;12.0;5.2
2061;Big Blue Van;Fruit / Vegetable Beer;232;16.0;579.999.999.999.999
970;Des Moines IPA;American IPA;482;16.0;6.800.000.000.000.000
969;Capital Gold Golden Lager;German Pilsener;482;16.0;4.8
968;Farmer John's Multi-Grain Ale;American Blonde Ale;482;16.0;559.999.999.999.999
2351;Behemoth;American Pilsner;139;12.0;5.0
1650;Arkansas Red;American Amber / Red Ale;139;12.0;5.2
1337;Core Oatmeal Stout;Oatmeal Stout;139;12.0;5.7
1336;Core ESB;Extra Special / Strong Bitter (ESB);139;12.0;6.1
737;Chester's Beer (2005);American Pale Lager;512;12.0;3.8
129;Heiner Brau Kölsch;Kölsch;553;12.0;5.0
716;Trigger Blonde Ale;American Blonde Ale;515;16.0;4.8
659;Crabtree Oatmeal Stout;Oatmeal Stout;515;16.0;7.5
556;Eclipse Black IPA;American Black Ale;515;16.0;7.7
2538;Neomexicanus Native;American Pale Ale (APA);63;12.0;6.0
2355;Old Soul;Belgian Strong Pale Ale;63;12.0;7.5
1689;Snowcat Coffee Stout;American Stout;63;12.0;58.999.999.999.999.900
1163;WinterWonderGrass Festival Ale;American Amber / Red Ale;63;12.0;?
940;Boohai Red Ale;American Amber / Red Ale;63;12.0;?
685;Lava Lake Wit;Witbier;63;12.0;5.2
613;Mountain Livin' Pale Ale;American Pale Ale (APA);63;12.0;6.0
356;Crazy Mountain Amber Ale;American Amber / Red Ale;63;12.0;5.2
2029;Tropicalia;American IPA;247;12.0;6.5
2028;Athena;Berliner Weissbier;247;12.0;4.5
2293;Aviator Raspberry Blonde;American Blonde Ale;169;12.0;4.9
1105;3 Picket Porter;American Porter;169;12.0;5.5
1104;Rusty Nail Pale Ale;American Pale Ale (APA);169;12.0;559.999.999.999.999
2145;Red Water Irish Style Red;American Amber / Red Ale;212;12.0;6.5
1804;Mjöllnir;Herbed / Spiced Beer;212;12.0;66.000.000.000.000.000
1602;Bear Butte Nut Brown Ale;American Brown Ale;212;12.0;5.5
1301;Easy Livin' Summer Ale;American Blonde Ale;212;12.0;4.5
542;Canyon Cream Ale;Cream Ale;212;12.0;5.5
272;Pile O'Dirt Porter;American Porter;212;12.0;6.9
271;11th Hour IPA;American IPA;212;12.0;6.0
1057;South Ridge Amber Ale;American Amber / Red Ale;472;16.0;6.0
681;Summertime Ale;Kölsch;472;16.0;5.2
1789;Lost River Blonde Ale;American Blonde Ale;315;16.0;4.9
1788;Monon Wheat;Witbier;315;16.0;5.4
1787;Floyd's Folly;Scottish Ale;315;16.0;8.0
1786;Half Court IPA;American IPA;315;16.0;6.3
1763;Geary's Pale Ale;English Pale Ale;323;12.0;4.5
1311;Geary's Summer Ale;Kölsch;323;12.0;6.0
2078;Stone of Arbroath;Scotch Ale / Wee Heavy;227;12.0;8.0
1809;The Tradition;American Blonde Ale;227;12.0;5.0
1263;El Hefe Speaks;Hefeweizen;227;12.0;5.3
1092;Penn Quarter Porter;American Porter;227;12.0;5.5
851;On the Wings of Armageddon;American Double / Imperial IPA;227;12.0;9.2
186;The Corruption;American IPA;227;12.0;6.5
185;The Citizen;Belgian Pale Ale;227;12.0;7.000.000.000.000.000
184;The Public;American Pale Ale (APA);227;12.0;6.0
1224;Dank IPA;American IPA;451;16.0;6.5
964;Dank IPA (2012);American IPA;451;16.0;6.5
1623;Lift Off IPA;American IPA;358;16.0;7.199.999.999.999.990
110;BrewFarm Select Golden Lager;American Pale Lager;554;12.0;5.5
1735;Sprocket Blonde Ale (2006);American Blonde Ale;333;12.0;5.0
1734;Sprocket Pale Ale (2006);American Pale Ale (APA);333;12.0;5.0
1746;Dead Armadillo Amber Ale;American Amber / Red Ale;330;12.0;6.3
2371;Neato Bandito;Euro Pale Lager;127;12.0;6.0
2251;Oak Cliff Coffee Ale;American Brown Ale;127;12.0;7.5
2166;Dream Crusher Double IPA;American Double / Imperial IPA;127;12.0;8.5
1827;Deep Ellum Pale Ale;American Pale Ale (APA);127;12.0;6.0
1203;Double Brown Stout;Baltic Porter;127;12.0;7.000.000.000.000.000
1202;Farmhouse Wit;Saison / Farmhouse Ale;127;16.0;4.8
1161;Rye Pils Session Lager;German Pilsener;127;12.0;4.6
946;Dallas Blonde;American Blonde Ale;127;12.0;5.2
943;Deep Ellum IPA;American IPA;127;12.0;7.000.000.000.000.000
1886;Thrasher Session India Pale Ale;American IPA;283;12.0;4.5
1885;Gutch English Style Mild Ale;English Pale Mild Ale;283;12.0;5.0
1213;Chuli Stout;Irish Dry Stout;453;12.0;58.999.999.999.999.900
1159;Mother Ale;American Blonde Ale;453;12.0;559.999.999.999.999
947;Twister Creek India Pale Ale;American IPA;453;12.0;6.5
929;Single Engine Red;Irish Red Ale;453;12.0;579.999.999.999.999
1944;Incredible Pedal IPA;American IPA;263;12.0;7.000.000.000.000.000
1943;Graham Cracker Porter;American Porter;263;12.0;5.0
1210;Mirror Pond Pale Ale;American Pale Ale (APA);454;12.0;5.0
2550;Weissenheimer;Hefeweizen;57;12.0;5.2
2505;Abbey's Single (2015- );Abbey Single Ale;57;12.0;4.9
2025;Vertex IPA;American IPA;57;12.0;6.3
2021;Here Gose Nothin';Gose;57;12.0;5.0
2015;Strawberry Blonde;Fruit / Vegetable Beer;57;12.0;5.0
1888;Hoperation Overload;American Double / Imperial IPA;57;12.0;9.6
1887;Abbey's Single Ale (Current);Abbey Single Ale;57;12.0;4.9
2051;Bravo Four Point;American Pale Ale (APA);237;12.0;43.999.999.999.999.900
1201;Striped Bass Pale Ale;American Pale Ale (APA);237;12.0;5.2
924;Deadicated Amber;American Amber / Red Ale;491;16.0;5.4
731;Kaleidoscope Collaboration 2012;American Black Ale;491;16.0;?
730;California Sunshine Rye IPA;American IPA;491;16.0;7.1
647;Full Boar Scotch Ale;Scotch Ale / Wee Heavy;491;16.0;73.999.999.999.999.900
1773;12 Man Pale Ale;American Pale Ale (APA);319;12.0;4.5
1795;Filthy Hoppin' IPA;American IPA;311;16.0;6.5
944;Dock Street Amber Beer (1992);American Amber / Red Ale;488;12.0;?
524;Dolores River Hefeweizen;Hefeweizen;531;16.0;?
450;Dolores River ESB;Extra Special / Strong Bitter (ESB);531;16.0;?
449;Snaggletooth Double Pale Ale;American Double / Imperial IPA;531;16.0;?
448;Dolores River Pale Ale;American Pale Ale (APA);531;16.0;?
447;Dolores River Dry Stout;Irish Dry Stout;531;16.0;?
446;Dolores River Mild;English Dark Mild Ale;531;16.0;?
1246;Cranberry Blend;Cider;446;12.0;4.9
977;Orignal Blend;Cider;446;12.0;5.1
881;Hop Abomination;American IPA;496;12.0;66.000.000.000.000.000
880;Apricot Blonde;Fruit / Vegetable Beer;496;12.0;5.1
872;Dry Dock Hefeweizen;Hefeweizen;496;12.0;4.3
871;Dry Dock Amber Ale;American Amber / Red Ale;496;12.0;579.999.999.999.999
1685;Category 3 IPA;American IPA;340;12.0;6.1
457;Dundee Summer Wheat Beer;American Pale Wheat Ale;538;12.0;4.5
1590;Pumpkin Patch Ale;Pumpkin Ale;369;16.0;5.0
1382;Crank Yanker IPA;American IPA;369;16.0;7.8
1110;River Runners Pale Ale;American Pale Ale (APA);369;16.0;6.0
1014;Pumpkin Patch Ale (2012);Pumpkin Ale;369;16.0;5.0
911;Mountain Fairy Raspberry Wheat;Fruit / Vegetable Beer;369;16.0;5.5
680;Boater Beer;German Pilsener;369;16.0;4.5
395;Crank Yanker IPA (2011);American IPA;369;16.0;7.8
1642;Bleeding Buckeye Red Ale;Extra Special / Strong Bitter (ESB);352;16.0;5.7
673;Dottie Seattle Lager;American Amber / Red Lager;516;16.0;4.9
1107;Nut Sack Imperial Brown Ale;American Brown Ale;465;12.0;7.000.000.000.000.000
1039;Underachiever;American Adjunct Lager;473;16.0;5.0
2477;Lil' Brainless Raspberries;Fruit / Vegetable Beer;81;12.0;5.2
2008;Element 29;American Pale Ale (APA);81;12.0;5.2
2004;Hop Syndrome;American Pale Lager;81;12.0;5.0
2003;Escape to Colorado;American IPA;81;12.0;6.2
2292;Little Sister India Style Session Ale;American IPA;170;12.0;4.3
1504;Country Boy IPA;American IPA;170;12.0;6.2
2604;Blonde Czich;American Blonde Ale;26;16.0;4.9
2432;White Reaper;Belgian IPA;26;16.0;7.000.000.000.000.000
2431;Bobblehead;American Pale Wheat Ale;26;16.0;5.1
2430;Lucky Dog;American Pale Ale (APA);26;16.0;5.2
2429;Voodoo;American Porter;26;16.0;4.8
1967;General George Patton Pilsner;Czech Pilsener;26;16.0;5.4
2283;Nomader Weiss;Berliner Weissbier;173;12.0;4.0
2248;Molotov Lite;American Double / Imperial IPA;173;16.0;8.5
1287;Hipster Ale (Two Roads Brewing);American Pale Ale (APA);173;12.0;5.5
1286;Bikini Beer;American IPA;173;12.0;2.7
640;Hipster Ale (Westbrook Brewing);American Pale Ale (APA);173;12.0;5.5
1722;Iron Horse Pale Ale;American Pale Ale (APA);335;12.0;5.0
1435;Stone's Throw IPA;Scottish Ale;335;12.0;4.5
1434;Wood Chipper India Pale Ale;American IPA;335;12.0;6.7
2089;Trail Head;American Pale Ale (APA);224;12.0;6.3
2088;Hop Stalker Fresh Hop IPA;American IPA;224;16.0;7.000.000.000.000.000
1455;Sudice American Stout;American Stout;405;16.0;7.000.000.000.000.000
1454;Parcae Belgian Style Pale Ale;Belgian Pale Ale;405;16.0;5.0
1453;Norns Roggenbier;Roggenbier;405;16.0;5.0
1452;Laimas Kölsch Style Ale;Kölsch;405;16.0;5.0
1451;Moirai India Pale Ale;American IPA;405;16.0;7.000.000.000.000.000
2191;Loki Red Ale;American Amber / Red Ale;201;16.0;7.5
1731;Peaches & Cream;Fruit / Vegetable Beer;201;16.0;4.6
1022;Quaff India Style Session Ale;American IPA;201;16.0;5.1
895;Loki Red Ale (2013);American Amber / Red Ale;201;16.0;7.5
682;Mjolnir Imperial IPA;American Double / Imperial IPA;201;16.0;6.9
112;Fearless Scottish Ale;Scottish Ale;201;16.0;5.0
2289;Mastermind;American Double / Imperial IPA;172;12.0;8.1
2027;Hyzer Flip;American Double / Imperial IPA;172;16.0;819.999.999.999.999
1929;Second Fiddle;American Double / Imperial IPA;172;16.0;819.999.999.999.999
1858;Hodad Porter;American Porter;172;16.0;5.5
2591;Weiss Weiss Baby;Kristalweizen;36;12.0;4.5
2590;Czech Yo Self;Czech Pilsener;36;12.0;5.5
1968;FMB 101;Kölsch;36;12.0;4.8
1981;Hardcore Chimera;American Double / Imperial IPA;256;16.0;9.0
1664;Sobek & Set;American Black Ale;256;16.0;8.0
1663;Nuclear Winter;Belgian Strong Dark Ale;256;16.0;8.6
1662;Wet Hot American Wheat Ale;American Pale Wheat Ale;256;16.0;5.0
941;Secret Stache Stout;American Stout;256;16.0;5.3
935;Fascist Pig Ale;American Amber / Red Ale;256;16.0;8.0
809;Cut Throat Pale Ale;American Pale Ale (APA);256;16.0;5.5
481;Threadless IPA;American IPA;256;16.0;7.5
351;Cut Throat Pale Ale (2011);American Pale Ale (APA);256;16.0;5.5
350;Golden Wing Blonde Ale;American Blonde Ale;256;16.0;4.7
2569;Easy Jack;American IPA;48;12.0;4.5
2463;Union Jack;American IPA;48;12.0;7.5
2462;Pivo Pils;German Pilsener;48;12.0;5.3
1957;805 Blonde Ale;American Blonde Ale;48;12.0;4.7
1733;805;American Blonde Ale;48;12.0;4.7
2624;Deflator;Doppelbock;16;16.0;6.5
2284;Hinchtown Hammer Down;American Blonde Ale;16;16.0;5.0
1610;Half Cycle IPA;American IPA;16;16.0;6.0
520;Inclined Plane Ale;American IPA;532;12.0;?
2554;Moped Traveler;American Pale Ale (APA);54;16.0;5.5
608;Snake Dog IPA;American IPA;521;12.0;7.1
607;Underdog Atlantic Lager;American Pale Lager;521;12.0;4.7
2567;Flying Mouse 8;American Porter;50;12.0;4.0
2566;Flying Mouse 4;American IPA;50;12.0;7.000.000.000.000.000
1899;La Ferme Urbaine Farmhouse Ale;Saison / Farmhouse Ale;279;12.0;7.8
983;Backyahd IPA;American IPA;279;12.0;6.0
982;Raincloud Robust Porter;American Porter;279;12.0;6.5
981;Barstool American Golden Ale;American Blonde Ale;279;12.0;4.5
2111;What the Butler Saw;Witbier;217;12.0;5.0
2110;1916 Shore Shiver;American IPA;217;12.0;6.9
2172;Quick WIT;Belgian Pale Ale;206;12.0;5.2
2171;The Optimist;American IPA;206;12.0;6.2
1911;Suicide Squeeze IPA;American IPA;206;16.0;4.5
1803;Java the Hop;American IPA;206;16.0;6.5
1566;Next Adventure Black IPA;American Black Ale;206;16.0;6.2
1515;3-Way IPA (2013);American IPA;206;16.0;6.7
1214;Tender Loving Empire NWPA;American Pale Ale (APA);206;16.0;579.999.999.999.999
674;Quick Wit Belgianesque Ale;Witbier;206;16.0;5.2
562;Sunrise Oatmeal Pale Ale;American Pale Ale (APA);206;16.0;5.5
552;Cavatica Stout;American Double / Imperial Stout;206;16.0;8.799.999.999.999.990
319;1811 Lager;American Amber / Red Lager;206;16.0;5.1
318;Vortex IPA;American IPA;206;16.0;73.999.999.999.999.900
2322;Fort Pitt Ale;American Amber / Red Ale;151;12.0;?
2661;Park;American Pale Wheat Ale;4;12.0;4.7
2660;Westfalia;American Amber / Red Ale;4;12.0;559.999.999.999.999
2659;KSA;Kölsch;4;12.0;4.6
2658;Villager;American IPA;4;12.0;6.3
